expName,session,condition,date,participant,age,gender,confidence_slider_on,staircasing_on,partner,partner_colour,block_with_partner,trial_in_block,dot_count_low,dot_count_high,stair_value,correct_response,participant_response,participant_correct,participant_confidence,partner_response,partner_correct,partner_confidence,next_dot_count_low,next_stair_value,next_dot_count_high,previous_trial_correct
Confidence Matching EEG,,None,2021_Sep_17_1630,,,,False,True,None,None,0,0,200,267,4.2,right,right,True,None,None,None,None,200,4.2,267,True
Confidence Matching EEG,,None,2021_Sep_17_1630,,,,False,True,None,None,0,1,200,267,4.2,right,left,False,None,None,None,None,200,4.6000000000000005,299,False
Confidence Matching EEG,,None,2021_Sep_17_1630,,,,False,True,None,None,0,2,200,299,4.6000000000000005,right,None,False,None,None,None,None,200,5.000000000000001,300,False
Confidence Matching EEG,,None,2021_Sep_17_1630,,,,False,True,None,None,0,3,200,300,5.000000000000001,left,left,True,None,None,None,None,200,5.000000000000001,300,True
Confidence Matching EEG,,None,2021_Sep_17_1630,,,,False,True,None,None,0,4,200,300,5.000000000000001,right,right,True,None,None,None,None,200,4.6000000000000005,299,True
Confidence Matching EEG,,None,2021_Sep_17_1630,,,,True,False,None,None,0,0,200,299,4.6000000000000005,right,right,True,None,None,None,None,200,4.6000000000000005,299,True
Confidence Matching EEG,,None,2021_Sep_17_1630,,,,True,False,None,None,0,1,200,299,4.6000000000000005,left,left,True,None,None,None,None,200,4.6000000000000005,299,True
Confidence Matching EEG,,None,2021_Sep_17_1630,,,,True,False,None,None,0,2,200,299,4.6000000000000005,left,left,True,None,None,None,None,200,4.6000000000000005,299,True
Confidence Matching EEG,,None,2021_Sep_17_1630,,,,True,False,None,None,0,3,200,299,4.6000000000000005,left,left,True,None,None,None,None,200,4.6000000000000005,299,True
Confidence Matching EEG,,None,2021_Sep_17_1630,,,,True,False,None,None,0,4,200,299,4.6000000000000005,left,left,True,None,None,None,None,200,4.6000000000000005,299,True
Confidence Matching EEG,,None,2021_Sep_17_1630,,,,True,False,underconfident,yellow,0,0,200,299,4.6000000000000005,right,right,True,None,right,True,18.11977613207354,200,4.6000000000000005,299,True
Confidence Matching EEG,,None,2021_Sep_17_1630,,,,True,False,underconfident,yellow,0,1,200,299,4.6000000000000005,left,left,True,None,right,False,14.449845694577263,200,4.6000000000000005,299,True
Confidence Matching EEG,,None,2021_Sep_17_1630,,,,True,False,underconfident,yellow,0,2,200,299,4.6000000000000005,right,right,True,None,right,True,21.311470489428235,200,4.6000000000000005,299,True
