expName,session,condition,date,participant,age,gender,confidence_slider_on,staircasing_on,partner,partner_colour,block_with_partner,trial_in_block,dot_count_low,dot_count_high,stair_value,correct_response,participant_response,participant_correct,participant_confidence,partner_response,partner_correct,partner_confidence,joint_correct,participant_chosen,partner_chosen,trial_score,final_score,reward,p1_likeability,p1_confidence,p1_accuracy,p1_team_work,p2_likeability,p2_confidence,p2_accuracy,p2_team_work,next_dot_count_low,next_stair_value,next_dot_count_high,previous_trial_correct
Confidence Matching EEG,,s,2021_Sep_28_0216,,,,False,True,None,None,0,1,200,267,4.2,right,right,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,200,4.2,267,True
Confidence Matching EEG,,s,2021_Sep_28_0216,,,,False,True,None,None,0,2,200,267,4.2,left,left,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,200,3.8000000000000003,245,True
Confidence Matching EEG,,s,2021_Sep_28_0216,,,,False,True,None,None,0,3,200,245,3.8000000000000003,left,left,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,200,3.4000000000000004,230,True
Confidence Matching EEG,,s,2021_Sep_28_0216,,,,False,True,None,None,0,4,200,230,3.4000000000000004,left,left,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,200,3.0000000000000004,220,True
Confidence Matching EEG,,s,2021_Sep_28_0216,,,,False,True,None,None,0,5,200,220,3.0000000000000004,left,left,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,200,2.6000000000000005,213,True
Confidence Matching EEG,,s,2021_Sep_28_0216,,,,True,False,None,None,0,1,200,213,2.6000000000000005,left,left,True,75.62,None,None,None,None,None,None,0.5718384400000002,None,None,None,None,None,None,None,None,None,None,200,2.6000000000000005,213,True
Confidence Matching EEG,,s,2021_Sep_28_0216,,,,True,False,None,None,0,2,200,213,2.6000000000000005,right,left,False,59.0,None,None,None,None,None,None,0.16810000000000003,None,None,None,None,None,None,None,None,None,None,200,2.6000000000000005,213,False
Confidence Matching EEG,,s,2021_Sep_28_0216,,,,True,False,None,None,0,3,200,213,2.6000000000000005,right,right,True,66.38,None,None,None,None,None,None,0.4406304399999999,None,None,None,None,None,None,None,None,None,None,200,2.6000000000000005,213,True
Confidence Matching EEG,,s,2021_Sep_28_0216,,,,True,False,None,None,0,4,200,213,2.6000000000000005,right,right,True,79.62,None,None,None,None,None,None,0.63393444,None,None,None,None,None,None,None,None,None,None,200,2.6000000000000005,213,True
Confidence Matching EEG,,s,2021_Sep_28_0216,,,,True,False,None,None,0,5,200,213,2.6000000000000005,left,left,True,62.38,None,None,None,None,None,None,0.38912644,None,None,None,None,None,None,None,None,None,None,200,2.6000000000000005,213,True
Confidence Matching EEG,,s,2021_Sep_28_0216,,,,True,False,overconfident,yellow,1,1,200,213,2.6000000000000005,left,left,True,73.12,left,True,91.27,True,False,True,1,None,None,None,None,None,None,None,None,None,None,200,2.6000000000000005,213,True
Confidence Matching EEG,,s,2021_Sep_28_0216,,,,True,False,overconfident,yellow,1,2,200,213,2.6000000000000005,left,left,True,90.12,left,True,96.45,True,False,True,1,None,None,None,None,None,None,None,None,None,None,200,2.6000000000000005,213,True
Confidence Matching EEG,,s,2021_Sep_28_0216,,,,True,False,overconfident,yellow,1,3,200,213,2.6000000000000005,right,left,False,69.12,left,False,89.89,False,False,True,0,None,None,None,None,None,None,None,None,None,None,200,2.6000000000000005,213,False
Confidence Matching EEG,,s,2021_Sep_28_0216,,,,True,False,overconfident,yellow,2,1,200,213,2.6000000000000005,left,left,True,60.5,left,True,92.26,True,False,True,1,None,None,None,None,None,None,None,None,None,None,200,2.6000000000000005,213,True
Confidence Matching EEG,,s,2021_Sep_28_0216,,,,True,False,overconfident,yellow,2,2,200,213,2.6000000000000005,right,left,False,58.63,right,True,94.08,True,False,True,1,None,None,None,None,None,None,None,None,None,None,200,2.6000000000000005,213,False
Confidence Matching EEG,,s,2021_Sep_28_0216,,,,True,False,overconfident,yellow,2,3,200,213,2.6000000000000005,left,left,True,98.62,left,True,89.84,True,True,False,1,None,None,None,None,None,None,None,None,None,None,200,2.6000000000000005,213,True
Confidence Matching EEG,,s,2021_Sep_28_0216,,,,True,False,overconfident,yellow,3,1,200,213,2.6000000000000005,left,left,True,91.38,left,True,91.11,True,True,False,1,None,None,None,None,None,None,None,None,None,None,200,2.6000000000000005,213,True
Confidence Matching EEG,,s,2021_Sep_28_0216,,,,True,False,overconfident,yellow,3,2,200,213,2.6000000000000005,right,left,False,74.75,right,True,94.94,True,False,True,1,None,None,None,None,None,None,None,None,None,None,200,2.6000000000000005,213,False
Confidence Matching EEG,,s,2021_Sep_28_0216,,,,True,False,overconfident,yellow,3,3,200,213,2.6000000000000005,right,left,False,97.25,right,True,93.43,False,True,False,0,None,None,None,None,None,None,None,None,None,None,200,2.6000000000000005,213,False
Confidence Matching EEG,,s,2021_Sep_28_0216,,,,True,False,underconfident,magenta,1,1,200,213,2.6000000000000005,left,left,True,80.38,left,True,66.45,True,True,False,1,None,None,None,None,None,None,None,None,None,None,200,2.6000000000000005,213,True
Confidence Matching EEG,,s,2021_Sep_28_0216,,,,True,False,underconfident,magenta,1,2,200,213,2.6000000000000005,right,left,False,89.88,left,False,66.5,False,True,False,0,None,None,None,None,None,None,None,None,None,None,200,2.6000000000000005,213,False
Confidence Matching EEG,,s,2021_Sep_28_0216,,,,True,False,underconfident,magenta,1,3,200,213,2.6000000000000005,right,left,False,59.38,right,True,68.32,True,False,True,1,None,None,None,None,None,None,None,None,None,None,200,2.6000000000000005,213,False
Confidence Matching EEG,,s,2021_Sep_28_0216,,,,True,False,underconfident,magenta,2,1,200,213,2.6000000000000005,right,left,False,83.38,left,False,69.27,False,True,False,0,None,None,None,None,None,None,None,None,None,None,200,2.6000000000000005,213,False
Confidence Matching EEG,,s,2021_Sep_28_0216,,,,True,False,underconfident,magenta,2,2,200,213,2.6000000000000005,left,left,True,91.12,right,False,69.04,True,True,False,1,None,None,None,None,None,None,None,None,None,None,200,2.6000000000000005,213,True
Confidence Matching EEG,,s,2021_Sep_28_0216,,,,True,False,underconfident,magenta,2,3,200,213,2.6000000000000005,left,left,True,76.75,left,True,68.63,True,True,False,1,None,None,None,None,None,None,None,None,None,None,200,2.6000000000000005,213,True
