expName,session,condition,date,participant,age,gender,confidence_slider_on,staircasing_on,partner,partner_colour,block_with_partner,trial_in_block,dot_count_low,dot_count_high,stair_value,correct_response,participant_response,participant_correct,participant_confidence,partner_response,partner_correct,partner_confidence,next_dot_count_low,next_stair_value,next_dot_count_high,previous_trial_correct
Confidence Matching EEG,,s,2021_Sep_27_2253,,,,False,True,None,None,0,1,200,267,4.2,left,left,True,None,None,None,None,200,4.2,267,True
Confidence Matching EEG,,s,2021_Sep_27_2253,,,,False,True,None,None,0,2,200,267,4.2,left,left,True,None,None,None,None,200,3.8000000000000003,245,True
Confidence Matching EEG,,s,2021_Sep_27_2253,,,,False,True,None,None,0,3,200,245,3.8000000000000003,left,left,True,None,None,None,None,200,3.4000000000000004,230,True
Confidence Matching EEG,,s,2021_Sep_27_2253,,,,False,True,None,None,0,4,200,230,3.4000000000000004,left,left,True,None,None,None,None,200,3.0000000000000004,220,True
Confidence Matching EEG,,s,2021_Sep_27_2253,,,,False,True,None,None,0,5,200,220,3.0000000000000004,right,left,False,None,None,None,None,200,3.4000000000000004,230,False
Confidence Matching EEG,,s,2021_Sep_27_2253,,,,True,False,None,None,0,1,200,230,3.4000000000000004,left,left,True,70.75,None,None,None,200,3.4000000000000004,230,True
Confidence Matching EEG,,s,2021_Sep_27_2253,,,,True,False,None,None,0,2,200,230,3.4000000000000004,right,right,True,69.12,None,None,None,200,3.4000000000000004,230,True
Confidence Matching EEG,,s,2021_Sep_27_2253,,,,True,False,None,None,0,3,200,230,3.4000000000000004,left,left,True,70.38,None,None,None,200,3.4000000000000004,230,True
Confidence Matching EEG,,s,2021_Sep_27_2253,,,,True,False,None,None,0,4,200,230,3.4000000000000004,right,left,False,82.0,None,None,None,200,3.4000000000000004,230,False
Confidence Matching EEG,,s,2021_Sep_27_2253,,,,True,False,None,None,0,5,200,230,3.4000000000000004,right,left,False,60.88,None,None,None,200,3.4000000000000004,230,False
