expName,session,condition,date,participant,age,gender,confidence_slider_on,staircasing_on,partner,partner_colour,block_with_partner,trial_in_block,dot_count_low,dot_count_high,stair_value,correct_response,participant_response,participant_correct,participant_confidence,partner_response,partner_correct,partner_confidence,next_dot_count_low,next_stair_value,next_dot_count_high,previous_trial_correct
Confidence Matching EEG,,None,2021_Sep_17_1748,,,,False,True,None,None,0,0,200,267,4.2,right,right,True,None,None,None,None,200,4.2,267,True
Confidence Matching EEG,,None,2021_Sep_17_1748,,,,False,True,None,None,0,1,200,267,4.2,left,left,True,None,None,None,None,200,3.8000000000000003,245,True
Confidence Matching EEG,,None,2021_Sep_17_1748,,,,False,True,None,None,0,2,200,245,3.8000000000000003,right,right,True,None,None,None,None,200,3.4000000000000004,230,True
Confidence Matching EEG,,None,2021_Sep_17_1748,,,,False,True,None,None,0,3,200,230,3.4000000000000004,right,left,False,None,None,None,None,200,3.8000000000000003,245,False
Confidence Matching EEG,,None,2021_Sep_17_1748,,,,False,True,None,None,0,4,200,245,3.8000000000000003,right,left,False,None,None,None,None,200,4.2,267,False
Confidence Matching EEG,,None,2021_Sep_17_1748,,,,True,False,None,None,0,0,200,267,4.2,left,left,True,None,None,None,None,200,4.2,267,True
Confidence Matching EEG,,None,2021_Sep_17_1748,,,,True,False,None,None,0,1,200,267,4.2,left,right,False,None,None,None,None,200,4.2,267,False
Confidence Matching EEG,,None,2021_Sep_17_1748,,,,True,False,None,None,0,2,200,267,4.2,left,left,True,None,None,None,None,200,4.2,267,True
Confidence Matching EEG,,None,2021_Sep_17_1748,,,,True,False,None,None,0,3,200,267,4.2,right,right,True,None,None,None,None,200,4.2,267,True
Confidence Matching EEG,,None,2021_Sep_17_1748,,,,True,False,None,None,0,4,200,267,4.2,left,right,False,None,None,None,None,200,4.2,267,False
Confidence Matching EEG,,None,2021_Sep_17_1748,,,,True,False,underconfident,yellow,0,0,200,267,4.2,left,left,True,None,left,True,14.913245531239344,200,4.2,267,True
Confidence Matching EEG,,None,2021_Sep_17_1748,,,,True,False,underconfident,yellow,0,1,200,267,4.2,right,right,True,None,right,True,23.142395586984527,200,4.2,267,True
Confidence Matching EEG,,None,2021_Sep_17_1748,,,,True,False,underconfident,yellow,0,2,200,267,4.2,left,right,False,None,left,True,14.621049106413631,200,4.2,267,False
Confidence Matching EEG,,None,2021_Sep_17_1748,,,,True,False,underconfident,yellow,1,0,200,267,4.2,right,right,True,None,left,False,14.846994006479058,200,4.2,267,True
Confidence Matching EEG,,None,2021_Sep_17_1748,,,,True,False,underconfident,yellow,1,1,200,267,4.2,right,right,True,None,right,True,17.011691806291214,200,4.2,267,True
