expName,session,condition,date,participant,age,gender,confidence_slider_on,staircasing_on,partner,partner_colour,block_with_partner,trial_in_block,dot_count_low,dot_count_high,stair_value,correct_response,participant_response,participant_correct,participant_confidence,partner_response,partner_correct,partner_confidence,next_dot_count_low,next_stair_value,next_dot_count_high,previous_trial_correct
Confidence Matching EEG,,,2021_Sep_27_2248,,,,False,True,None,None,0,1,200,267,4.2,left,left,True,None,None,None,None,200,4.2,267,True
Confidence Matching EEG,,,2021_Sep_27_2248,,,,False,True,None,None,0,2,200,267,4.2,left,left,True,None,None,None,None,200,3.8000000000000003,245,True
Confidence Matching EEG,,,2021_Sep_27_2248,,,,False,True,None,None,0,3,200,245,3.8000000000000003,right,left,False,None,None,None,None,200,4.2,267,False
Confidence Matching EEG,,,2021_Sep_27_2248,,,,False,True,None,None,0,4,200,267,4.2,left,right,False,None,None,None,None,200,4.6000000000000005,299,False
Confidence Matching EEG,,,2021_Sep_27_2248,,,,False,True,None,None,0,5,200,299,4.6000000000000005,right,None,False,None,None,None,None,200,5.000000000000001,300,False
Confidence Matching EEG,,,2021_Sep_27_2248,,,,True,False,None,None,0,1,200,300,5.000000000000001,left,left,True,71.25,None,None,None,200,5.000000000000001,300,True
Confidence Matching EEG,,,2021_Sep_27_2248,,,,True,False,None,None,0,2,200,300,5.000000000000001,left,left,True,80.75,None,None,None,200,5.000000000000001,300,True
Confidence Matching EEG,,,2021_Sep_27_2248,,,,True,False,None,None,0,3,200,300,5.000000000000001,right,right,True,74.25,None,None,None,200,5.000000000000001,300,True
Confidence Matching EEG,,,2021_Sep_27_2248,,,,True,False,None,None,0,4,200,300,5.000000000000001,right,right,True,92.12,None,None,None,200,5.000000000000001,300,True
Confidence Matching EEG,,,2021_Sep_27_2248,,,,True,False,None,None,0,5,200,300,5.000000000000001,right,right,True,77.5,None,None,None,200,5.000000000000001,300,True
