expName,session,condition,date,participant,age,gender,confidence_slider_on,staircasing_on,partner,partner_colour,block_with_partner,trial_in_block,dot_count_low,dot_count_high,stair_value,correct_response,participant_response,participant_correct,participant_confidence,partner_response,partner_correct,partner_confidence,next_dot_count_low,next_stair_value,next_dot_count_high,previous_trial_correct
Confidence Matching EEG,,None,2021_Sep_17_1753,,,,False,True,None,None,0,0,200,267,4.2,right,right,True,None,None,None,None,200,4.2,267,True
Confidence Matching EEG,,None,2021_Sep_17_1753,,,,False,True,None,None,0,1,200,267,4.2,right,right,True,None,None,None,None,200,3.8000000000000003,245,True
Confidence Matching EEG,,None,2021_Sep_17_1753,,,,False,True,None,None,0,2,200,245,3.8000000000000003,right,right,True,None,None,None,None,200,3.4000000000000004,230,True
Confidence Matching EEG,,None,2021_Sep_17_1753,,,,False,True,None,None,0,3,200,230,3.4000000000000004,right,right,True,None,None,None,None,200,3.0000000000000004,220,True
Confidence Matching EEG,,None,2021_Sep_17_1753,,,,False,True,None,None,0,4,200,220,3.0000000000000004,left,right,False,None,None,None,None,200,3.4000000000000004,230,False
Confidence Matching EEG,,None,2021_Sep_17_1753,,,,True,False,None,None,0,0,200,230,3.4000000000000004,right,right,True,-21.5,None,None,None,200,3.4000000000000004,230,True
Confidence Matching EEG,,None,2021_Sep_17_1753,,,,True,False,None,None,0,1,200,230,3.4000000000000004,right,right,True,14.62,None,None,None,200,3.4000000000000004,230,True
Confidence Matching EEG,,None,2021_Sep_17_1753,,,,True,False,None,None,0,2,200,230,3.4000000000000004,right,right,True,48.5,None,None,None,200,3.4000000000000004,230,True
Confidence Matching EEG,,None,2021_Sep_17_1753,,,,True,False,None,None,0,3,200,230,3.4000000000000004,left,left,True,43.25,None,None,None,200,3.4000000000000004,230,True
Confidence Matching EEG,,None,2021_Sep_17_1753,,,,True,False,None,None,0,4,200,230,3.4000000000000004,right,right,True,25.25,None,None,None,200,3.4000000000000004,230,True
Confidence Matching EEG,,None,2021_Sep_17_1753,,,,True,False,overconfident,purple,0,0,200,230,3.4000000000000004,left,right,False,38.12,left,True,47.52,200,3.4000000000000004,230,False
Confidence Matching EEG,,None,2021_Sep_17_1753,,,,True,False,overconfident,purple,0,1,200,230,3.4000000000000004,right,right,True,45.25,left,False,44.2,200,3.4000000000000004,230,True
Confidence Matching EEG,,None,2021_Sep_17_1753,,,,True,False,overconfident,purple,0,2,200,230,3.4000000000000004,left,right,False,45.25,left,True,44.44,200,3.4000000000000004,230,False
Confidence Matching EEG,,None,2021_Sep_17_1753,,,,True,False,overconfident,purple,1,0,200,230,3.4000000000000004,left,left,True,43.75,left,True,42.26,200,3.4000000000000004,230,True
Confidence Matching EEG,,None,2021_Sep_17_1753,,,,True,False,overconfident,purple,1,1,200,230,3.4000000000000004,left,left,True,46.38,left,True,42.54,200,3.4000000000000004,230,True
Confidence Matching EEG,,None,2021_Sep_17_1753,,,,True,False,overconfident,purple,1,2,200,230,3.4000000000000004,right,right,True,43.62,right,True,40.24,200,3.4000000000000004,230,True
Confidence Matching EEG,,None,2021_Sep_17_1753,,,,True,False,overconfident,purple,2,0,200,230,3.4000000000000004,left,left,True,16.62,left,True,40.03,200,3.4000000000000004,230,True
Confidence Matching EEG,,None,2021_Sep_17_1753,,,,True,False,overconfident,purple,2,1,200,230,3.4000000000000004,right,left,False,47.62,left,False,44.97,200,3.4000000000000004,230,False
