expName,session,condition,date,participant,age,gender,confidence_slider_on,staircasing_on,partner,partner_colour,block_with_partner,trial_in_block,dot_count_low,dot_count_high,stair_value,correct_response,participant_response,participant_correct,participant_confidence,partner_response,partner_correct,partner_confidence,next_dot_count_low,next_stair_value,next_dot_count_high,previous_trial_correct
Confidence Matching EEG,,None,2021_Sep_17_1638,,,,False,True,None,None,0,0,200,267,4.2,right,right,True,None,None,None,None,200,4.2,267,True
Confidence Matching EEG,,None,2021_Sep_17_1638,,,,False,True,None,None,0,1,200,267,4.2,right,right,True,None,None,None,None,200,3.8000000000000003,245,True
Confidence Matching EEG,,None,2021_Sep_17_1638,,,,False,True,None,None,0,2,200,245,3.8000000000000003,left,left,True,None,None,None,None,200,3.4000000000000004,230,True
Confidence Matching EEG,,None,2021_Sep_17_1638,,,,False,True,None,None,0,3,200,230,3.4000000000000004,right,left,False,None,None,None,None,200,3.8000000000000003,245,False
Confidence Matching EEG,,None,2021_Sep_17_1638,,,,False,True,None,None,0,4,200,245,3.8000000000000003,left,left,True,None,None,None,None,200,3.8000000000000003,245,True
Confidence Matching EEG,,None,2021_Sep_17_1638,,,,True,False,None,None,0,0,200,245,3.8000000000000003,right,right,True,None,None,None,None,200,3.8000000000000003,245,True
Confidence Matching EEG,,None,2021_Sep_17_1638,,,,True,False,None,None,0,1,200,245,3.8000000000000003,left,left,True,None,None,None,None,200,3.8000000000000003,245,True
Confidence Matching EEG,,None,2021_Sep_17_1638,,,,True,False,None,None,0,2,200,245,3.8000000000000003,left,left,True,None,None,None,None,200,3.8000000000000003,245,True
Confidence Matching EEG,,None,2021_Sep_17_1638,,,,True,False,None,None,0,3,200,245,3.8000000000000003,right,right,True,None,None,None,None,200,3.8000000000000003,245,True
Confidence Matching EEG,,None,2021_Sep_17_1638,,,,True,False,None,None,0,4,200,245,3.8000000000000003,left,left,True,None,None,None,None,200,3.8000000000000003,245,True
Confidence Matching EEG,,None,2021_Sep_17_1638,,,,True,False,overconfident,yellow,0,0,200,245,3.8000000000000003,right,right,True,None,right,True,41.22999486627654,200,3.8000000000000003,245,True
Confidence Matching EEG,,None,2021_Sep_17_1638,,,,True,False,overconfident,yellow,0,1,200,245,3.8000000000000003,left,left,True,None,left,True,43.18921587139323,200,3.8000000000000003,245,True
Confidence Matching EEG,,None,2021_Sep_17_1638,,,,True,False,overconfident,yellow,0,2,200,245,3.8000000000000003,left,left,True,None,right,False,39.55743145370402,200,3.8000000000000003,245,True
