expName,session,condition,date,participant,age,gender,confidence_slider_on,staircasing_on,partner,partner_colour,block_with_partner,trial_in_block,dot_count_low,dot_count_high,stair_value,correct_response,participant_response,participant_correct,participant_confidence,partner_response,partner_correct,partner_confidence,next_dot_count_low,next_stair_value,next_dot_count_high,previous_trial_correct
Confidence Matching EEG,,s,2021_Sep_27_1503,,,,False,True,None,None,0,0,200,267,4.2,left,left,True,None,None,None,None,200,4.2,267,True
Confidence Matching EEG,,s,2021_Sep_27_1503,,,,False,True,None,None,0,1,200,267,4.2,left,right,False,None,None,None,None,200,4.6000000000000005,299,False
Confidence Matching EEG,,s,2021_Sep_27_1503,,,,False,True,None,None,0,2,200,299,4.6000000000000005,left,left,True,None,None,None,None,200,4.6000000000000005,299,True
Confidence Matching EEG,,s,2021_Sep_27_1503,,,,False,True,None,None,0,3,200,299,4.6000000000000005,left,left,True,None,None,None,None,200,4.2,267,True
Confidence Matching EEG,,s,2021_Sep_27_1503,,,,False,True,None,None,0,4,200,267,4.2,left,left,True,None,None,None,None,200,3.8000000000000003,245,True
Confidence Matching EEG,,s,2021_Sep_27_1503,,,,True,False,None,None,0,0,200,245,3.8000000000000003,left,left,True,51.5,None,None,None,200,3.8000000000000003,245,True
Confidence Matching EEG,,s,2021_Sep_27_1503,,,,True,False,None,None,0,1,200,245,3.8000000000000003,left,left,True,79.25,None,None,None,200,3.8000000000000003,245,True
Confidence Matching EEG,,s,2021_Sep_27_1503,,,,True,False,None,None,0,2,200,245,3.8000000000000003,left,left,True,45.75,None,None,None,200,3.8000000000000003,245,True
Confidence Matching EEG,,s,2021_Sep_27_1503,,,,True,False,None,None,0,3,200,245,3.8000000000000003,left,left,True,63.25,None,None,None,200,3.8000000000000003,245,True
Confidence Matching EEG,,s,2021_Sep_27_1503,,,,True,False,None,None,0,4,200,245,3.8000000000000003,right,right,True,64.0,None,None,None,200,3.8000000000000003,245,True
Confidence Matching EEG,,s,2021_Sep_27_1503,,,,True,False,underconfident,pink,0,0,200,245,3.8000000000000003,left,left,True,43.0,left,True,31.32,200,3.8000000000000003,245,True
Confidence Matching EEG,,s,2021_Sep_27_1503,,,,True,False,underconfident,pink,0,1,200,245,3.8000000000000003,right,left,False,80.5,right,True,33.92,200,3.8000000000000003,245,False
Confidence Matching EEG,,s,2021_Sep_27_1503,,,,True,False,underconfident,pink,0,2,200,245,3.8000000000000003,left,right,False,76.5,left,True,31.68,200,3.8000000000000003,245,False
