expName,session,condition,date,participant,age,gender,confidence_slider_on,staircasing_on,partner,partner_colour,block_with_partner,trial_in_block,dot_count_low,dot_count_high,stair_value,correct_response,participant_response,participant_correct,participant_confidence,partner_response,partner_correct,partner_confidence,next_dot_count_low,next_stair_value,next_dot_count_high,previous_trial_correct
Confidence Matching EEG,,None,2021_Sep_17_1658,,,,False,True,None,None,0,0,200,267,4.2,right,right,True,None,None,None,None,200,4.2,267,True
Confidence Matching EEG,,None,2021_Sep_17_1658,,,,False,True,None,None,0,1,200,267,4.2,left,left,True,None,None,None,None,200,3.8000000000000003,245,True
Confidence Matching EEG,,None,2021_Sep_17_1658,,,,False,True,None,None,0,2,200,245,3.8000000000000003,left,left,True,None,None,None,None,200,3.4000000000000004,230,True
Confidence Matching EEG,,None,2021_Sep_17_1658,,,,False,True,None,None,0,3,200,230,3.4000000000000004,right,right,True,None,None,None,None,200,3.0000000000000004,220,True
Confidence Matching EEG,,None,2021_Sep_17_1658,,,,False,True,None,None,0,4,200,220,3.0000000000000004,right,right,True,None,None,None,None,200,2.6000000000000005,213,True
Confidence Matching EEG,,None,2021_Sep_17_1658,,,,True,False,None,None,0,0,200,213,2.6000000000000005,left,left,True,None,None,None,None,200,2.6000000000000005,213,True
Confidence Matching EEG,,None,2021_Sep_17_1658,,,,True,False,None,None,0,1,200,213,2.6000000000000005,left,left,True,None,None,None,None,200,2.6000000000000005,213,True
Confidence Matching EEG,,None,2021_Sep_17_1658,,,,True,False,None,None,0,2,200,213,2.6000000000000005,right,left,False,None,None,None,None,200,2.6000000000000005,213,False
Confidence Matching EEG,,None,2021_Sep_17_1658,,,,True,False,None,None,0,3,200,213,2.6000000000000005,right,left,False,None,None,None,None,200,2.6000000000000005,213,False
Confidence Matching EEG,,None,2021_Sep_17_1658,,,,True,False,None,None,0,4,200,213,2.6000000000000005,left,left,True,None,None,None,None,200,2.6000000000000005,213,True
Confidence Matching EEG,,None,2021_Sep_17_1658,,,,True,False,underconfident,purple,0,0,200,213,2.6000000000000005,right,right,True,None,left,False,18.073129384943094,200,2.6000000000000005,213,True
Confidence Matching EEG,,None,2021_Sep_17_1658,,,,True,False,underconfident,purple,0,1,200,213,2.6000000000000005,left,left,True,None,left,True,16.794662563665756,200,2.6000000000000005,213,True
Confidence Matching EEG,,None,2021_Sep_17_1658,,,,True,False,underconfident,purple,0,2,200,213,2.6000000000000005,right,left,False,None,right,True,17.93429605570791,200,2.6000000000000005,213,False
Confidence Matching EEG,,None,2021_Sep_17_1658,,,,True,False,underconfident,purple,1,0,200,213,2.6000000000000005,left,left,True,None,left,True,16.714820401726303,200,2.6000000000000005,213,True
Confidence Matching EEG,,None,2021_Sep_17_1658,,,,True,False,underconfident,purple,1,1,200,213,2.6000000000000005,left,left,True,None,left,True,19.063750043868318,200,2.6000000000000005,213,True
Confidence Matching EEG,,None,2021_Sep_17_1658,,,,True,False,underconfident,purple,1,2,200,213,2.6000000000000005,left,left,True,None,left,True,17.47435073768996,200,2.6000000000000005,213,True
Confidence Matching EEG,,None,2021_Sep_17_1658,,,,True,False,underconfident,purple,2,0,200,213,2.6000000000000005,right,right,True,None,left,False,16.509897139384382,200,2.6000000000000005,213,True
Confidence Matching EEG,,None,2021_Sep_17_1658,,,,True,False,underconfident,purple,2,1,200,213,2.6000000000000005,right,right,True,None,right,True,16.529670307610772,200,2.6000000000000005,213,True
Confidence Matching EEG,,None,2021_Sep_17_1658,,,,True,False,underconfident,purple,2,2,200,213,2.6000000000000005,left,left,True,None,left,True,16.16523572335118,200,2.6000000000000005,213,True
