expName,session,condition,date,participant,age,gender,confidence_slider_on,staircasing_on,partner,partner_colour,block_with_partner,trial_in_block,dot_count_low,dot_count_high,stair_value,correct_response,participant_response,participant_correct,participant_confidence,partner_response,partner_correct,partner_confidence,next_dot_count_low,next_stair_value,next_dot_count_high,previous_trial_correct
Confidence Matching EEG,,,2021_Sep_27_2040,,,,False,True,None,None,0,0,200,267,4.2,left,left,True,None,None,None,None,200,4.2,267,True
Confidence Matching EEG,,,2021_Sep_27_2040,,,,False,True,None,None,0,1,200,267,4.2,right,right,True,None,None,None,None,200,3.8000000000000003,245,True
Confidence Matching EEG,,,2021_Sep_27_2040,,,,False,True,None,None,0,2,200,245,3.8000000000000003,right,right,True,None,None,None,None,200,3.4000000000000004,230,True
Confidence Matching EEG,,,2021_Sep_27_2040,,,,False,True,None,None,0,3,200,230,3.4000000000000004,left,right,False,None,None,None,None,200,3.8000000000000003,245,False
Confidence Matching EEG,,,2021_Sep_27_2040,,,,False,True,None,None,0,4,200,245,3.8000000000000003,left,left,True,None,None,None,None,200,3.8000000000000003,245,True
Confidence Matching EEG,,,2021_Sep_27_2040,,,,True,False,None,None,0,0,200,245,3.8000000000000003,left,left,True,70.38,None,None,None,200,3.8000000000000003,245,True
Confidence Matching EEG,,,2021_Sep_27_2040,,,,True,False,None,None,0,1,200,245,3.8000000000000003,left,left,True,81.25,None,None,None,200,3.8000000000000003,245,True
Confidence Matching EEG,,,2021_Sep_27_2040,,,,True,False,None,None,0,2,200,245,3.8000000000000003,left,right,False,75.5,None,None,None,200,3.8000000000000003,245,False
Confidence Matching EEG,,,2021_Sep_27_2040,,,,True,False,None,None,0,3,200,245,3.8000000000000003,right,right,True,90.88,None,None,None,200,3.8000000000000003,245,True
Confidence Matching EEG,,,2021_Sep_27_2040,,,,True,False,None,None,0,4,200,245,3.8000000000000003,left,left,True,81.75,None,None,None,200,3.8000000000000003,245,True
Confidence Matching EEG,,,2021_Sep_27_2040,,,,True,False,underconfident,magenta,0,0,200,245,3.8000000000000003,right,right,True,77.25,right,True,65.43,200,3.8000000000000003,245,True
Confidence Matching EEG,,,2021_Sep_27_2040,,,,True,False,underconfident,magenta,0,1,200,245,3.8000000000000003,left,left,True,84.12,left,True,67.24,200,3.8000000000000003,245,True
Confidence Matching EEG,,,2021_Sep_27_2040,,,,True,False,underconfident,magenta,0,2,200,245,3.8000000000000003,right,left,False,66.5,right,True,69.8,200,3.8000000000000003,245,False
