expName,session,condition,date,participant,age,gender,confidence_slider_on,staircasing_on,partner,partner_colour,block_with_partner,trial_in_block,dot_count_low,dot_count_high,stair_value,correct_response,participant_response,participant_correct,participant_confidence,partner_response,partner_correct,partner_confidence,next_dot_count_low,next_stair_value,next_dot_count_high,previous_trial_correct
Confidence Matching EEG,,s,2021_Sep_27_1506,,,,False,True,None,None,0,0,200,267,4.2,left,left,True,None,None,None,None,200,4.2,267,True
Confidence Matching EEG,,s,2021_Sep_27_1506,,,,False,True,None,None,0,1,200,267,4.2,left,left,True,None,None,None,None,200,3.8000000000000003,245,True
Confidence Matching EEG,,s,2021_Sep_27_1506,,,,False,True,None,None,0,2,200,245,3.8000000000000003,left,left,True,None,None,None,None,200,3.4000000000000004,230,True
Confidence Matching EEG,,s,2021_Sep_27_1506,,,,False,True,None,None,0,3,200,230,3.4000000000000004,right,right,True,None,None,None,None,200,3.0000000000000004,220,True
Confidence Matching EEG,,s,2021_Sep_27_1506,,,,False,True,None,None,0,4,200,220,3.0000000000000004,right,right,True,None,None,None,None,200,2.6000000000000005,213,True
Confidence Matching EEG,,s,2021_Sep_27_1506,,,,True,False,None,None,0,0,200,213,2.6000000000000005,left,left,True,59.0,None,None,None,200,2.6000000000000005,213,True
Confidence Matching EEG,,s,2021_Sep_27_1506,,,,True,False,None,None,0,1,200,213,2.6000000000000005,left,right,False,64.5,None,None,None,200,2.6000000000000005,213,False
Confidence Matching EEG,,s,2021_Sep_27_1506,,,,True,False,None,None,0,2,200,213,2.6000000000000005,left,right,False,84.0,None,None,None,200,2.6000000000000005,213,False
Confidence Matching EEG,,s,2021_Sep_27_1506,,,,True,False,None,None,0,3,200,213,2.6000000000000005,right,left,False,77.5,None,None,None,200,2.6000000000000005,213,False
Confidence Matching EEG,,s,2021_Sep_27_1506,,,,True,False,None,None,0,4,200,213,2.6000000000000005,left,right,False,53.5,None,None,None,200,2.6000000000000005,213,False
Confidence Matching EEG,,s,2021_Sep_27_1506,,,,True,False,overconfident,yellow,0,0,200,213,2.6000000000000005,right,right,True,63.0,left,False,87.09,200,2.6000000000000005,213,True
Confidence Matching EEG,,s,2021_Sep_27_1506,,,,True,False,overconfident,yellow,0,1,200,213,2.6000000000000005,right,left,False,74.0,right,True,82.07,200,2.6000000000000005,213,False
Confidence Matching EEG,,s,2021_Sep_27_1506,,,,True,False,overconfident,yellow,0,2,200,213,2.6000000000000005,left,left,True,82.5,left,True,79.16,200,2.6000000000000005,213,True
Confidence Matching EEG,,s,2021_Sep_27_1506,,,,True,False,overconfident,yellow,1,0,200,213,2.6000000000000005,right,right,True,65.75,left,False,74.01,200,2.6000000000000005,213,True
Confidence Matching EEG,,s,2021_Sep_27_1506,,,,True,False,overconfident,yellow,1,1,200,213,2.6000000000000005,right,left,False,78.5,right,True,90.4,200,2.6000000000000005,213,False
Confidence Matching EEG,,s,2021_Sep_27_1506,,,,True,False,overconfident,yellow,1,2,200,213,2.6000000000000005,left,left,True,92.75,left,True,77.61,200,2.6000000000000005,213,True
