expName,session,condition,date,participant,age,gender,confidence_slider_on,staircasing_on,partner,partner_colour,block_with_partner,trial_in_block,dot_count_low,dot_count_high,stair_value,correct_response,participant_response,participant_correct,participant_confidence,partner_response,partner_correct,partner_confidence,joint_correct,participant_chosen,partner_chosen,trial_score,final_score,reward,p1_likeability,p1_confidence,p1_accuracy,p1_team_work,p2_likeability,p2_confidence,p2_accuracy,p2_team_work,next_dot_count_low,next_stair_value,next_dot_count_high,previous_trial_correct
Confidence Matching EEG,,,2021_Sep_28_1125,,,,False,True,None,None,0,1,200,267,4.2,left,left,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,200,4.2,267,True
Confidence Matching EEG,,,2021_Sep_28_1125,,,,False,True,None,None,0,2,200,267,4.2,right,right,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,200,3.8000000000000003,245,True
Confidence Matching EEG,,,2021_Sep_28_1125,,,,False,True,None,None,0,3,200,245,3.8000000000000003,left,left,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,200,3.4000000000000004,230,True
Confidence Matching EEG,,,2021_Sep_28_1125,,,,False,True,None,None,0,4,200,230,3.4000000000000004,left,left,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,200,3.0000000000000004,220,True
Confidence Matching EEG,,,2021_Sep_28_1125,,,,False,True,None,None,0,5,200,220,3.0000000000000004,right,None,False,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,200,3.4000000000000004,230,False
Confidence Matching EEG,,,2021_Sep_28_1125,,,,True,False,None,None,0,1,200,230,3.4000000000000004,right,right,True,76.5,None,None,None,None,None,None,0.585225,None,None,None,None,None,None,None,None,None,None,200,3.4000000000000004,230,True
Confidence Matching EEG,,,2021_Sep_28_1125,,,,True,False,None,None,0,2,200,230,3.4000000000000004,left,left,True,79.25,None,None,None,None,None,None,0.62805625,None,None,None,None,None,None,None,None,None,None,200,3.4000000000000004,230,True
Confidence Matching EEG,,,2021_Sep_28_1125,,,,True,False,None,None,0,3,200,230,3.4000000000000004,right,left,False,79.12,None,None,None,None,None,None,0.043597439999999994,None,None,None,None,None,None,None,None,None,None,200,3.4000000000000004,230,False
Confidence Matching EEG,,,2021_Sep_28_1125,,,,True,False,None,None,0,4,200,230,3.4000000000000004,left,left,True,87.25,None,None,None,None,None,None,0.7612562500000001,None,None,None,None,None,None,None,None,None,None,200,3.4000000000000004,230,True
Confidence Matching EEG,,,2021_Sep_28_1125,,,,True,False,None,None,0,5,200,230,3.4000000000000004,left,left,True,76.62,None,None,None,None,None,None,0.58706244,None,None,None,None,None,None,None,None,None,None,200,3.4000000000000004,230,True
Confidence Matching EEG,,,2021_Sep_28_1125,,,,True,False,underconfident,yellow,1,1,200,230,3.4000000000000004,right,left,False,85.75,right,True,70.28,None,None,None,0.020306249999999988,None,None,None,None,None,None,None,None,None,None,200,3.4000000000000004,230,False
