expName,session,condition,date,participant,age,gender,confidence_slider_on,staircasing_on,partner,partner_colour,block_with_partner,trial_in_block,dot_count_low,dot_count_high,stair_value,correct_response,participant_response,participant_correct,participant_confidence,partner_response,partner_correct,partner_confidence,next_dot_count_low,next_stair_value,next_dot_count_high,previous_trial_correct
Confidence Matching EEG,,,2021_Sep_27_2043,,,,False,True,None,None,0,0,200,267,4.2,left,left,True,None,None,None,None,200,4.2,267,True
Confidence Matching EEG,,,2021_Sep_27_2043,,,,False,True,None,None,0,1,200,267,4.2,right,right,True,None,None,None,None,200,3.8000000000000003,245,True
Confidence Matching EEG,,,2021_Sep_27_2043,,,,False,True,None,None,0,2,200,245,3.8000000000000003,left,left,True,None,None,None,None,200,3.4000000000000004,230,True
Confidence Matching EEG,,,2021_Sep_27_2043,,,,False,True,None,None,0,3,200,230,3.4000000000000004,right,left,False,None,None,None,None,200,3.8000000000000003,245,False
Confidence Matching EEG,,,2021_Sep_27_2043,,,,False,True,None,None,0,4,200,245,3.8000000000000003,right,left,False,None,None,None,None,200,4.2,267,False
Confidence Matching EEG,,,2021_Sep_27_2043,,,,True,False,None,None,0,0,200,267,4.2,right,right,True,70.25,None,None,None,200,4.2,267,True
Confidence Matching EEG,,,2021_Sep_27_2043,,,,True,False,None,None,0,1,200,267,4.2,left,left,True,66.75,None,None,None,200,4.2,267,True
Confidence Matching EEG,,,2021_Sep_27_2043,,,,True,False,None,None,0,2,200,267,4.2,right,right,True,66.62,None,None,None,200,4.2,267,True
Confidence Matching EEG,,,2021_Sep_27_2043,,,,True,False,None,None,0,3,200,267,4.2,left,left,True,83.38,None,None,None,200,4.2,267,True
Confidence Matching EEG,,,2021_Sep_27_2043,,,,True,False,None,None,0,4,200,267,4.2,right,right,True,83.5,None,None,None,200,4.2,267,True
Confidence Matching EEG,,,2021_Sep_27_2043,,,,True,False,underconfident,yellow,0,0,200,267,4.2,left,left,True,83.62,left,True,68.66,200,4.2,267,True
Confidence Matching EEG,,,2021_Sep_27_2043,,,,True,False,underconfident,yellow,0,1,200,267,4.2,right,right,True,68.62,right,True,66.61,200,4.2,267,True
Confidence Matching EEG,,,2021_Sep_27_2043,,,,True,False,underconfident,yellow,0,2,200,267,4.2,right,right,True,83.25,left,False,64.3,200,4.2,267,True
Confidence Matching EEG,,,2021_Sep_27_2043,,,,True,False,underconfident,yellow,1,0,200,267,4.2,left,left,True,66.62,right,False,67.04,200,4.2,267,True
Confidence Matching EEG,,,2021_Sep_27_2043,,,,True,False,underconfident,yellow,1,1,200,267,4.2,right,right,True,66.88,right,True,67.27,200,4.2,267,True
Confidence Matching EEG,,,2021_Sep_27_2043,,,,True,False,underconfident,yellow,1,2,200,267,4.2,left,left,True,66.5,right,False,67.64,200,4.2,267,True
Confidence Matching EEG,,,2021_Sep_27_2043,,,,True,False,underconfident,yellow,2,0,200,267,4.2,right,right,True,67.0,right,True,68.66,200,4.2,267,True
Confidence Matching EEG,,,2021_Sep_27_2043,,,,True,False,underconfident,yellow,2,1,200,267,4.2,left,left,True,65.75,left,True,70.35,200,4.2,267,True
Confidence Matching EEG,,,2021_Sep_27_2043,,,,True,False,underconfident,yellow,2,2,200,267,4.2,left,left,True,78.62,left,True,66.56,200,4.2,267,True
Confidence Matching EEG,,,2021_Sep_27_2043,,,,True,False,overconfident,magenta,0,0,200,267,4.2,right,right,True,83.38,right,True,100.85,200,4.2,267,True
Confidence Matching EEG,,,2021_Sep_27_2043,,,,True,False,overconfident,magenta,0,1,200,267,4.2,right,right,True,100.0,right,True,89.57,200,4.2,267,True
Confidence Matching EEG,,,2021_Sep_27_2043,,,,True,False,overconfident,magenta,0,2,200,267,4.2,left,left,True,97.12,left,True,90.08,200,4.2,267,True
Confidence Matching EEG,,,2021_Sep_27_2043,,,,True,False,overconfident,magenta,1,0,200,267,4.2,right,right,True,94.12,right,True,94.26,200,4.2,267,True
Confidence Matching EEG,,,2021_Sep_27_2043,,,,True,False,overconfident,magenta,1,1,200,267,4.2,left,left,True,96.25,left,True,90.56,200,4.2,267,True
Confidence Matching EEG,,,2021_Sep_27_2043,,,,True,False,overconfident,magenta,1,2,200,267,4.2,right,left,False,91.12,right,True,94.58,200,4.2,267,False
Confidence Matching EEG,,,2021_Sep_27_2043,,,,True,False,overconfident,magenta,2,0,200,267,4.2,left,left,True,88.62,left,True,92.74,200,4.2,267,True
Confidence Matching EEG,,,2021_Sep_27_2043,,,,True,False,overconfident,magenta,2,1,200,267,4.2,right,left,False,92.75,right,True,93.05,200,4.2,267,False
Confidence Matching EEG,,,2021_Sep_27_2043,,,,True,False,overconfident,magenta,2,2,200,267,4.2,right,right,True,94.88,right,True,91.82,200,4.2,267,True
