expName,curec_ID,session,condition,date,end_date,participant,age,gender,confidence_slider_on,staircasing_on,partner,partner_colour,trial_count,block_count,block_with_partner,trial_in_block,dot_count_low,dot_count_high,stair_value,correct_response,participant_response,participant_correct,participant_confidence,partner_response,partner_correct,partner_confidence,joint_correct,participant_chosen,partner_chosen,trial_score,final_score,reward,p1_likeability,p1_confidence,p1_accuracy,p1_team_work,p2_likeability,p2_confidence,p2_accuracy,p2_team_work,next_dot_count_low,next_stair_value,next_dot_count_high,previous_trial_correct
Confidence Matching EEG,R67369/RE001,,,2021_Sep_28_1304,None,,,,False,True,None,None,1,1,0,1,200,267,4.2,right,right,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,200,4.2,267,True
Confidence Matching EEG,R67369/RE001,,,2021_Sep_28_1304,None,,,,False,True,None,None,2,1,0,2,200,267,4.2,right,right,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,200,3.8000000000000003,245,True
Confidence Matching EEG,R67369/RE001,,,2021_Sep_28_1304,None,,,,False,True,None,None,3,1,0,3,200,245,3.8000000000000003,right,right,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,200,3.4000000000000004,230,True
Confidence Matching EEG,R67369/RE001,,,2021_Sep_28_1304,None,,,,True,False,None,None,4,2,0,1,200,230,3.4000000000000004,left,right,False,59.62,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,200,3.4000000000000004,230,False
Confidence Matching EEG,R67369/RE001,,,2021_Sep_28_1304,None,,,,True,False,None,None,5,2,0,2,200,230,3.4000000000000004,right,right,True,69.12,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,200,3.4000000000000004,230,True
Confidence Matching EEG,R67369/RE001,,,2021_Sep_28_1304,None,,,,True,False,underconfident,yellow,6,3,1,1,200,230,3.4000000000000004,left,left,True,71.5,left,True,68.08,None,None,None,0.5112249999999999,None,None,None,None,None,None,None,None,None,None,200,3.4000000000000004,230,True
Confidence Matching EEG,R67369/RE001,,,2021_Sep_28_1304,None,,,,True,False,underconfident,yellow,7,3,1,2,200,230,3.4000000000000004,left,left,True,79.5,left,True,63.24,None,None,None,0.6320250000000001,None,None,None,None,None,None,None,None,None,None,200,3.4000000000000004,230,True
Confidence Matching EEG,R67369/RE001,,,2021_Sep_28_1304,None,,,,True,False,overconfident,magenta,8,4,1,1,200,230,3.4000000000000004,right,left,False,73.5,right,True,95.27,None,None,None,0.07022500000000001,None,None,None,None,None,None,None,None,None,None,200,3.4000000000000004,230,False
Confidence Matching EEG,R67369/RE001,,,2021_Sep_28_1304,None,,,,True,False,overconfident,magenta,9,4,1,2,200,230,3.4000000000000004,right,left,False,79.12,right,True,92.19,None,None,None,0.043597439999999994,None,None,None,None,None,None,None,None,None,None,200,3.4000000000000004,230,False
None,None,None,None,None,2021_Sep_28_1306,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.0,0.02,2,8,6,5,6,6,4,7,None,None,None,None
